Date,future_value
1934-08-01,0.6445255508496021
1935-10-29,0.9386861193954318
1934-04-18,0.7985401264739228
1935-06-03,0.7321167790227289
1935-01-07,0.6693430805810954
1934-05-08,0.7029197261687748
1933-05-09,0.6459854382979322
1933-06-07,0.7642336067733432
1935-07-30,0.8167883019104603
1935-03-27,0.6189780773939436
1933-11-10,0.7240876068907077
1934-11-28,0.696350371873819
1933-03-17,0.4562043859134366
1935-11-06,0.9635036491269251
1935-10-28,0.9211678876830593
1932-12-29,0.5277372350168887
1934-11-08,0.6700730243052604
1934-09-18,0.6678831931327652
1933-07-03,0.8547445402318654
1935-03-07,0.5883212067029244
1932-11-29,0.5014598526426977
1934-04-19,0.7875912490565063
1933-12-21,0.7277372559002682
1933-05-02,0.6131386668231528
1934-07-05,0.7233576631665427
1932-01-25,0.6007299019574062
1934-03-22,0.7751824841907596
1932-02-08,0.6452554945737671
1934-11-05,0.6715328421423257
1935-06-24,0.7503649544592663
1933-10-16,0.6583942031636788
1935-07-16,0.785401487495276
1935-01-16,0.6715328421423257
1933-09-22,0.7094890804637307
1934-04-11,0.8051094807688787
1932-03-18,0.5540146173910798
1934-02-20,0.785401487495276
1934-05-21,0.7175182525957519
1932-11-23,0.4912408841438138
1932-04-28,0.4145985333881035
1932-12-02,0.5167883227938398
1934-03-19,0.7817518384857155
1932-03-24,0.5240875860073283
1935-11-18,0.9620438312898598
1934-05-09,0.6978102593221491
1934-11-09,0.6642336137344697
1935-09-09,0.8496350733852397
1935-06-07,0.7459854313368057
1934-07-12,0.710948898300796
1935-01-14,0.6773722527131164
1933-02-02,0.49343068051067657
1933-04-11,0.5211678807219329
1932-10-21,0.5175182665180048
1934-08-28,0.6722627858664908
1933-07-07,0.8649635435363817
1933-09-15,0.748905136622201
1933-05-31,0.7459854313368057
1934-02-01,0.8394160700807233
1934-10-19,0.6423357892883717
1932-12-13,0.4978102384387697
1934-11-13,0.6671533190198651
1934-09-04,0.6364963787175809
1932-12-07,0.5197080280792351
1935-01-11,0.6700730243052604
1933-04-24,0.615328497995648
1932-08-22,0.6262773754130645
1935-06-05,0.7343066101952241
1934-03-16,0.7686131298958038
1933-11-17,0.7306569611856636
1935-08-13,0.8357664210711628
1935-06-27,0.7642336067733432
1934-10-11,0.659124077276579
1934-08-29,0.6583942031636788
1934-09-27,0.6437956071254369
1934-11-19,0.6948905540367538
1935-10-08,0.8729927156684029
1933-08-11,0.7722627789053642
1934-01-30,0.8627737123638864
1933-01-03,0.5357664419545423
1933-10-25,0.6656934315715348
1934-11-20,0.688321199741798
1932-08-09,0.5605839368804032
1933-01-12,0.5094890595803513
1932-05-31,0.3540145965077003
1935-09-23,0.8459854243756791
1935-04-15,0.689051073854698
1932-06-03,0.3591240981599585
1932-06-21,0.32408759992958125
1934-03-02,0.7832116563227808
1935-09-25,0.8102190172267694
1933-09-21,0.7145985473103564
1933-10-30,0.6897810175788631
1934-01-17,0.8116788350638345
1935-07-31,0.8160584277975601
1935-07-15,0.7861314312194411
1935-05-17,0.7313869049098287
1933-07-11,0.8905109473807752
1932-02-19,0.6051094946911317
1934-03-20,0.7605839577637826
1934-06-19,0.7270073121761031
1935-06-28,0.7737226663536945
1934-07-19,0.6102189615377573
1934-01-23,0.8270073052149767
1932-02-01,0.5562043789523101
1932-02-09,0.6189780773939436
1934-09-06,0.6364963787175809
1932-11-22,0.47810221035953454
1932-10-17,0.4985401473573023
1932-03-29,0.4912408841438138
1933-11-27,0.7445255438884755
1934-08-13,0.6547445541541184
1932-10-31,0.5284671439354214
1932-08-29,0.6503649614203928
1934-02-08,0.8423357753661187
1934-01-22,0.8167883019104603
1932-11-07,0.5423357614438657
1932-07-25,0.4459854174145527
1933-02-17,0.40364965597068697
1935-02-21,0.6416058455642066
1934-05-28,0.7094890804637307
1935-06-12,0.7467153054497059
1932-02-25,0.6357664349934158
1932-04-11,0.4467153263330853
1935-11-22,0.9306569472634106
1935-06-17,0.7642336067733432
1934-02-26,0.8036496629318135
1932-06-28,0.33576642107116283
1933-02-21,0.42116788768305935
1932-01-20,0.5948904913866153
1933-08-02,0.7890511365048365
1932-10-26,0.47591241399267176
1934-04-05,0.8021897754834832
1931-12-30,0.600000027844506
1932-04-18,0.4401460068437619
1935-04-17,0.689051073854698
1934-02-19,0.7890511365048365
1932-01-19,0.6065693821394619
1934-09-10,0.6167883158327133
1934-03-01,0.7883211927806714
1935-04-12,0.6868613122934677
1934-01-29,0.8620438382509863
1934-01-10,0.7781021894761551
1934-08-09,0.6649634878473698
1934-11-14,0.6642336137344697
1932-09-13,0.5562043789523101
1933-03-30,0.4416058594864596
1932-08-15,0.5671532911753591
1935-04-09,0.600000027844506
1934-04-16,0.8094890735026042
1932-03-15,0.5875912629787593
1933-11-13,0.7467153054497059
1934-03-26,0.7912408980660668
1934-05-10,0.7000000208833795
1932-07-08,0.3598540070784911
1934-05-24,0.6846715507322374
1932-04-01,0.45693432963760167
1935-11-26,0.9642335928510901
1933-10-09,0.6941606103125887
1934-05-25,0.6927007228642585
1933-10-17,0.6846715507322374
1935-06-06,0.7386861333176847
1933-11-20,0.7072992492912356
1933-01-24,0.5065693542949559
1933-08-18,0.8233576562054161
1934-10-03,0.6620437825619744
1935-12-16,0.9459854174145527
1935-09-13,0.821897838368351
1934-05-17,0.7000000208833795
1933-08-04,0.7729927226295293
1933-12-08,0.7350364843081243
1934-06-21,0.7284671300131683
1935-05-07,0.7160584347586866
1932-05-18,0.36715330509761207
1933-10-03,0.7467153054497059
1935-10-25,0.9204379439588942
1933-05-11,0.6489051435833276
1935-02-05,0.6576642594395138
1935-06-19,0.7445255438884755
1934-08-15,0.6861313685693027
1932-10-05,0.4868613262157207
1933-04-18,0.5635036421657986
1932-09-19,0.5868613192545942
1934-02-02,0.8160584277975601
1932-03-04,0.6218978522906039
1932-07-22,0.4401460068437619
1933-04-13,0.5430657051680308
1932-01-21,0.5861313755304292
1933-02-27,0.4970802947146046
1935-07-26,0.7992700701980879
1934-06-22,0.7160584347586866
1935-03-19,0.6094890874248573
1932-03-22,0.5649634948084963
1934-01-18,0.8116788350638345
1933-12-06,0.7437956001643105
1934-12-31,0.6912409050271933
1935-06-04,0.7394160770418498
1932-10-28,0.5021897963668628
1932-04-14,0.4554744421892715
1933-02-28,0.5058394105707908
1935-03-28,0.6255474316888995
1935-05-08,0.7167883088715867
1932-07-07,0.3496350385796072
1934-04-27,0.7532846597446617
1934-06-29,0.7211679016053123
1934-12-06,0.6664233752957
1935-01-04,0.6751824911518861
1934-03-12,0.7627737193250129
1935-02-06,0.6576642594395138
1935-02-19,0.6416058455642066
1935-01-02,0.6905109613030282
1934-07-23,0.6328467297080205
1934-09-12,0.6379561965546461
1935-09-17,0.8423357753661187
1933-10-20,0.696350371873819
1934-08-20,0.6854014944564025
1935-08-21,0.8102190172267694
1934-09-24,0.6445255508496021
1934-01-26,0.8357664210711628
1934-03-21,0.7627737193250129
1933-10-26,0.6729927295906558
1934-03-07,0.8007299576464181
1933-11-09,0.7321167790227289
1934-01-02,0.7204379578811473
1933-08-21,0.821897838368351
1935-08-12,0.8335766595099325
1934-02-15,0.8124087787879997
1932-12-08,0.5145985612326095
1935-05-22,0.7072992492912356
1934-01-05,0.7350364843081243
1935-02-26,0.6182482032810435
1933-12-20,0.7291970737373334
1935-08-20,0.8116788350638345
1933-10-19,0.689051073854698
1933-07-25,0.748175192898036
1935-10-23,0.9021897685223568
1932-07-14,0.3686131577403097
1932-08-17,0.608029199976527
1932-04-04,0.4430657121291573
1935-10-17,0.8985401891240613
1935-08-07,0.85182483494647
1932-03-16,0.5795620560411058
1934-01-04,0.7437956001643105
1932-07-01,0.33576642107116283
1935-08-19,0.836496364795328
1935-01-15,0.6715328421423257
1932-10-25,0.49343068051067657
1933-01-27,0.47664235771683683
1932-06-09,0.37372262458693545
1932-06-07,0.36058395080265615
1934-03-13,0.7781021894761551
1935-09-10,0.8554744839560304
1932-02-03,0.5474452630961238
1932-09-22,0.5912409119883197
1935-12-06,0.9372263015583665
1934-09-19,0.6635036700103045
1935-12-05,0.9459854174145527
1933-11-16,0.7204379578811473
1935-01-24,0.6642336137344697
1934-04-02,0.7934306596272971
1932-09-26,0.5883212067029244
1935-08-15,0.8459854243756791
1933-01-13,0.515328470151142
1932-12-06,0.5102189684988839
1934-12-20,0.6868613122934677
1932-04-21,0.4401460068437619
1933-06-16,0.770802961068299
1932-09-20,0.5934306735495501
1934-03-28,0.7956204211885274
1933-01-10,0.5167883227938398
1932-04-13,0.4401460068437619
1932-12-14,0.496350385796072
1935-08-23,0.8204379509200208
1932-12-01,0.5029197052853954
1932-10-04,0.5021897963668628
1932-06-24,0.33576642107116283
1933-06-12,0.7795620769244852
1935-04-26,0.6875912560176328
1935-03-26,0.6204379648422738
1934-10-23,0.6416058455642066
1935-06-20,0.740875894878915
1933-08-10,0.785401487495276
1932-05-20,0.3525547438650026
1934-09-13,0.6401460277271414
1933-02-07,0.4583941822802994
1932-04-26,0.4131386807454058
1935-12-09,0.9729927087072764
1933-11-22,0.7211679016053123
1935-03-13,0.6021897894057363
1933-11-23,0.7233576631665427
1933-09-11,0.8029197192076484
1934-12-14,0.6598540210007441
1934-08-16,0.6824817891710071
1933-04-05,0.4678832070550182
1932-06-01,0.33357665950993254
1933-06-30,0.8656934176492819
1934-01-31,0.8357664210711628
1932-01-29,0.5678832348995242
1932-11-21,0.4948905331533743
1934-12-10,0.6693430805810954
1932-11-18,0.496350385796072
1932-08-18,0.6029197331299013
1934-09-05,0.6386861402788112
1934-01-24,0.8153284840733951
1933-07-10,0.8766423646779633
1934-04-30,0.7160584347586866
1932-02-02,0.5496350594629866
1932-05-13,0.4000000069611265
1932-06-20,0.32408759992958125
1933-04-06,0.4868613262157207
1932-09-02,0.5948904913866153
1933-05-17,0.6678831931327652
1932-04-15,0.4350365051915037
1935-09-18,0.8459854243756791
1935-12-26,0.9890511225825835
1935-12-12,0.9343065962729711
1932-03-09,0.5919707861012199
1933-07-24,0.726277368451938
1934-05-07,0.6897810175788631
1934-06-26,0.7051094877300051
1935-04-23,0.6773722527131164
1932-05-11,0.3978102105942637
1932-02-18,0.6087591437006922
1932-05-02,0.4350365051915037
1935-05-13,0.7218978453294774
1935-06-21,0.7474452491738709
1933-05-26,0.7350364843081243
1935-09-20,0.8437956628144488
1932-08-11,0.5547445263096124
1933-12-07,0.7467153054497059
1934-12-12,0.659124077276579
1933-07-21,0.7613139014879478
1935-09-26,0.821897838368351
1932-06-16,0.3503649823037723
1934-05-04,0.6970803155979841
1933-01-20,0.5138686175084444
1933-01-30,0.47299270870727633
1933-03-20,0.444525564771855
1932-08-02,0.5394160561584703
1932-12-28,0.5197080280792351
1932-11-10,0.5218978244460979
1932-08-05,0.510948912223049
1935-12-11,0.9386861193954318
1933-10-10,0.6620437825619744
1933-04-20,0.5620437895231009
1934-08-02,0.6664233752957
1934-07-24,0.6335766734321855
1935-12-17,0.955474476994904
1933-12-26,0.7277372559002682
1935-05-10,0.7306569611856636
1933-03-03,0.4525547369038761
1933-12-19,0.7087591367395657
1932-03-08,0.6065693821394619
1933-09-26,0.7058394314541703
1934-01-03,0.7401460207660149
1932-09-21,0.6102189615377573
1932-06-29,0.32481750884811383
1934-08-10,0.6613139084490742
1932-11-17,0.4948905331533743
1934-05-15,0.7043795440058401
1932-12-16,0.4795620630022322
1932-08-12,0.5496350594629866
1935-03-06,0.5978101966720107
1933-01-25,0.4868613262157207
1935-11-13,0.970073003421881
1935-12-02,0.9722627649831113
1935-09-24,0.8379561826323931
1934-01-25,0.836496364795328
1934-07-11,0.718248196319917
1934-08-21,0.681751845446842
1935-04-24,0.673722603703556
1932-01-27,0.5905109682641547
1934-09-07,0.6182482032810435
1933-05-22,0.7138686035861914
1934-05-31,0.7087591367395657
1935-05-21,0.718978140044082
1932-05-26,0.3569343017930957
1932-04-06,0.43649635783420143
1935-10-21,0.9094890665414778
1935-10-14,0.8897810036566102
1932-08-30,0.6795620838856117
1935-09-27,0.829197066776207
1935-06-10,0.7459854313368057
1935-10-15,0.8941605963903357
1933-09-07,0.8124087787879997
1934-10-01,0.6510949051445579
1935-01-10,0.6671533190198651
1933-07-27,0.7562043650300571
1932-12-19,0.4824817682876276
1934-03-08,0.7875912490565063
1934-02-05,0.8189781330829555
1932-01-07,0.6496350176962277
1935-07-17,0.7912408980660668
1934-05-29,0.710948898300796
1935-09-05,0.8598540070784911
1935-06-11,0.7503649544592663
1935-01-25,0.6605839647249092
1932-02-23,0.6094890874248573
1935-10-11,0.8620438382509863
1932-09-27,0.5875912629787593
1933-04-12,0.5708029401849195
1933-04-10,0.48613138249155563
1933-12-12,0.7116788420249611
1935-01-22,0.6554744282670185
1935-11-21,0.9445255299662225
1934-12-04,0.6693430805810954
1932-03-07,0.6065693821394619
1932-10-11,0.5401459998826355
1933-12-28,0.7160584347586866
1933-03-31,0.4467153263330853
1932-02-16,0.615328497995648
1932-03-17,0.5737226454703149
1933-10-27,0.696350371873819
1933-11-01,0.7204379578811473
1933-11-24,0.7226277194423776
1935-11-25,0.9562044207190691
1933-03-21,0.45328468062804117
1932-03-11,0.585401501417529
1934-10-09,0.6649634878473698
1934-12-03,0.6832116632839073
1934-09-14,0.6532846667057882
1933-03-29,0.43430656146733865
1933-07-06,0.8759124209537983
1932-09-06,0.5693430875422218
1933-12-01,0.7372263154806195
1935-11-04,0.9459854174145527
1932-12-05,0.5160584138753072
1935-07-03,0.7678832557829036
1934-02-21,0.7824817822098806
1933-04-04,0.4751825050741391
1934-08-30,0.6510949051445579
1933-07-20,0.7795620769244852
1933-04-26,0.6138686105473179
1934-04-10,0.7948905470756272
1933-06-27,0.8430657190902838
1934-05-16,0.6978102593221491
1935-08-14,0.8430657190902838
1934-08-17,0.6948905540367538
1933-05-08,0.6335766734321855
1933-03-02,0.47445256134997404
1934-05-23,0.7014598387204447
1934-10-30,0.6708028984181605
1932-11-02,0.5430657051680308
1934-05-11,0.718978140044082
1935-03-21,0.6167883158327133
1932-05-10,0.40802921389878005
1935-12-03,0.955474476994904
1932-07-15,0.37956203515772624
1934-03-14,0.7627737193250129
1932-06-30,0.32189780356271847
1932-12-22,0.5051095016522582
1935-02-25,0.6364963787175809
1933-03-16,0.4562043859134366
1935-05-28,0.7233576631665427
1932-08-10,0.548175206820289
1934-12-18,0.6613139084490742
1933-02-24,0.42627738933531756
1934-06-27,0.7167883088715867
1932-08-03,0.5583941753191729
1933-06-22,0.7839416000469458
1935-10-24,0.9094890665414778
1934-07-30,0.6357664349934158
1935-07-18,0.7832116563227808
1935-11-07,0.9671532981364855
1934-10-18,0.6518248488687229
1935-10-31,0.9430657121291574
1935-03-25,0.6233576701276692
1933-10-31,0.7153284910345216
1932-04-25,0.41897809131619657
1933-01-18,0.5182481754365375
1934-05-03,0.7043795440058401
1935-07-09,0.7744525404665945
1935-09-03,0.8656934176492819
1934-01-15,0.7963503649126925
1935-10-10,0.8649635435363817
1932-06-02,0.33357665950993254
1932-01-18,0.5985401403961758
1933-02-20,0.4131386807454058
1935-05-02,0.7072992492912356
1935-05-01,0.7043795440058401
1933-09-20,0.7043795440058401
1933-02-01,0.48321167720616026
1933-08-14,0.7846715437711109
1933-05-18,0.6627737262861395
1934-06-11,0.7569343087542222
1934-04-09,0.7868613053323412
1934-10-15,0.6583942031636788
1934-11-01,0.6788321401614467
1932-03-30,0.47664235771683683
1935-08-09,0.7751824841907596
1932-07-12,0.34890512966107456
1932-04-20,0.4576642385561343
1932-01-12,0.6189780773939436
1935-05-14,0.7284671300131683
1934-11-23,0.6868613122934677
1933-04-28,0.6379561965546461
1932-03-31,0.4715328560645787
1932-06-23,0.3233576562054162
1933-10-24,0.6540146104299532
1933-03-28,0.43065694726341064
1935-07-22,0.8058394244930438
1935-10-22,0.9087591228173126
1932-02-24,0.6357664349934158
1932-11-28,0.47737226663536947
1932-03-23,0.5335766455876795
1932-11-04,0.5423357614438657
1933-01-06,0.5291970876595864
1935-10-16,0.9000000069611265
1933-06-26,0.8481751859369095
1932-07-18,0.4000000069611265
1933-09-14,0.7321167790227289
1934-07-06,0.7248175506148729
1935-03-18,0.6145985542714829
1933-11-28,0.7394160770418498
1932-03-02,0.6430657330125368
1935-12-23,0.9802920067263973
1934-08-14,0.6708028984181605
1934-12-27,0.6941606103125887
1935-06-26,0.7554744909171569
1932-02-04,0.592700729825385
1933-08-25,0.8197080071958557
1933-05-25,0.7394160770418498
1932-08-19,0.6124087927102526
1932-04-27,0.41897809131619657
1933-05-24,0.710948898300796
1934-08-24,0.6678831931327652
1933-07-19,0.7729927226295293
1932-01-04,0.6189780773939436
1933-05-15,0.6306569681467901
1933-02-09,0.4547445332707389
1934-09-28,0.6569343157153487
1935-03-08,0.6007299019574062
1933-07-14,0.7043795440058401
1932-04-19,0.4467153263330853
1932-08-16,0.5948904913866153
1933-10-06,0.6722627858664908
1933-06-09,0.7160584347586866
1933-11-14,0.7372263154806195
1933-06-02,0.7598540140396176
1934-06-13,0.7357664280322893
1934-06-04,0.7364963717564544
1932-02-15,0.600000027844506
1933-12-11,0.7131387294732913
1933-10-23,0.6598540210007441
1934-05-02,0.7211679016053123
1935-07-25,0.8058394244930438
1933-04-25,0.6175182595568783
1932-08-04,0.5554744700337775
1935-01-28,0.6562043719911836
1934-05-14,0.7204379578811473
1935-12-20,0.970802947146046
1934-03-23,0.785401487495276
1934-04-20,0.7883211927806714
1934-04-12,0.8065693682172088
1935-12-19,0.9569342948319692
1934-07-13,0.6912409050271933
1934-12-28,0.6992700771592144
1934-09-20,0.6700730243052604
1933-03-27,0.42846715089654785
1934-11-26,0.6919707791400934
1934-09-21,0.6627737262861395
1932-10-07,0.510948912223049
1935-12-18,0.9576642385561343
1933-06-21,0.7912408980660668
1934-04-03,0.8051094807688787
1934-08-06,0.6693430805810954
1932-03-28,0.515328470151142
1933-10-18,0.7029197261687748
1933-08-01,0.7583941962025523
1933-02-16,0.43065694726341064
1934-02-23,0.8080291860542741
1933-05-01,0.6087591437006922
1935-05-23,0.6992700771592144
1933-01-09,0.515328470151142
1933-05-16,0.6540146104299532
1935-12-30,0.9941605894292092
1934-07-03,0.7291970737373334
1934-05-01,0.733576666471059
1932-02-29,0.6437956071254369
1935-04-30,0.6846715507322374
1934-10-29,0.6583942031636788
1934-06-15,0.7124087857491261
1934-02-28,0.7737226663536945
1935-07-01,0.7700730173441339
1933-10-13,0.6467153124108324
1933-12-15,0.7197080141569822
1935-06-13,0.740875894878915
1933-12-27,0.725547424727773
1933-02-06,0.46131388756569475
1932-06-17,0.33576642107116283
1934-04-23,0.763503663049178
1935-10-18,0.9072993049802475
1934-12-07,0.6649634878473698
1932-11-01,0.5051095016522582
1935-11-14,0.9795620630022323
1932-12-30,0.5204379718034002
1933-09-29,0.733576666471059
1935-01-30,0.6430657330125368
1935-01-03,0.689051073854698
1932-08-23,0.6182482032810435
1932-02-10,0.6357664349934158
1933-04-03,0.47737226663536947
1934-04-26,0.7510948981834313
1932-10-10,0.5204379718034002
1932-09-15,0.6029197331299013
1932-03-03,0.6372262528304811
1932-05-24,0.3211678946441858
1933-02-03,0.48613138249155563
1932-10-18,0.49343068051067657
1934-10-25,0.6401460277271414
1934-12-19,0.6620437825619744
1935-08-30,0.8583941892414259
1935-05-03,0.7116788420249611
1933-08-28,0.7912408980660668
1932-08-24,0.6124087927102526
1935-03-14,0.6145985542714829
1933-07-05,0.866423361373447
1933-09-13,0.7802919510373854
1933-04-21,0.5715328491034521
1935-07-05,0.7751824841907596
1935-01-09,0.6569343157153487
1933-06-29,0.8729927156684029
1932-01-06,0.6423357892883717
1934-02-16,0.7802919510373854
1933-11-03,0.7160584347586866
1932-04-22,0.42554744561115243
1932-03-10,0.6043795509669666
1933-06-06,0.7715328351811992
1932-05-04,0.43795621047689914
1935-01-23,0.659124077276579
1933-04-17,0.577372259674243
1932-11-03,0.5605839368804032
1933-08-09,0.7445255438884755
1932-03-01,0.6554744282670185
1935-08-27,0.829197066776207
1932-07-05,0.33576642107116283
1935-05-24,0.7058394314541703
1932-08-01,0.5423357614438657
1934-04-24,0.763503663049178
1933-12-13,0.6985401334350493
1935-04-08,0.6664233752957
1934-06-14,0.7284671300131683
1932-01-15,0.5992700841203409
1933-06-01,0.7525547856317616
1933-05-05,0.659124077276579
1932-02-26,0.6364963787175809
1934-08-27,0.6613139084490742
1934-10-22,0.6394160840029763
1933-12-29,0.7124087857491261
1932-09-01,0.6386861402788112
1934-11-30,0.6905109613030282
1934-04-17,0.8029197192076484
1934-10-16,0.6562043719911836
1934-06-18,0.7102189545766309
1932-03-14,0.5883212067029244
1932-12-27,0.5218978244460979
1935-06-14,0.7576642524783873
1934-09-17,0.6496350176962277
1933-02-14,0.4350365051915037
1934-06-28,0.7233576631665427
1935-10-09,0.8554744839560304
1934-12-17,0.6649634878473698
1933-03-23,0.4416058594864596
1933-09-08,0.7897810106177366
1932-05-03,0.4386861542010642
1932-05-27,0.37007301038300744
1933-08-17,0.7941606033514622
1935-08-01,0.8189781330829555
1935-07-19,0.7875912490565063
1935-02-15,0.6459854382979322
1935-11-01,0.9350365399971362
1935-12-10,0.9416058246808271
1932-11-14,0.525547438650026
1932-05-05,0.42335768404992213
1933-01-23,0.5094890595803513
1935-04-16,0.6802919579985118
1935-04-03,0.6496350176962277
1935-01-17,0.6700730243052604
1934-11-27,0.6978102593221491
1934-03-06,0.800000013922253
1935-12-04,0.9591241260044644
1934-10-05,0.6569343157153487
1935-05-16,0.7350364843081243
1933-06-08,0.710948898300796
1932-10-06,0.5204379718034002
1934-10-02,0.6445255508496021
1934-06-07,0.733576666471059
1933-11-02,0.7094890804637307
1935-03-01,0.6233576701276692
1932-07-20,0.41386862446957084
1932-11-15,0.5233576770887957
1933-09-25,0.7021897824446098
1935-09-11,0.8627737123638864
1934-04-04,0.8043796066559785
1935-02-07,0.6613139084490742
1932-07-26,0.42846715089654785
1935-12-31,1.0
1935-04-29,0.6875912560176328
1935-08-26,0.8182481893587904
1933-05-19,0.681751845446842
1935-02-13,0.6598540210007441
1932-04-05,0.4423357684049922
1933-07-13,0.7715328351811992
1932-08-26,0.6452554945737671
1934-02-27,0.7941606033514622
1935-11-12,0.9824817682876276
1932-07-21,0.42700729825385014
1935-07-02,0.7759124279149248
1934-06-05,0.7445255438884755
1932-01-26,0.5875912629787593
1932-06-13,0.3569343017930957
1933-11-08,0.6992700771592144
1934-07-25,0.6532846667057882
1933-01-19,0.5145985612326095
1935-08-22,0.8153284840733951
1933-08-29,0.7919708417902319
1933-09-06,0.8109488913396695
1935-02-27,0.6167883158327133
1935-05-31,0.7226277194423776
1935-07-12,0.7722627789053642
1933-02-15,0.4145985333881035
1934-02-09,0.829197066776207
1933-12-14,0.6970803155979841
1933-09-12,0.8058394244930438
1935-06-25,0.7510948981834313
1932-02-11,0.6364963787175809
1934-10-08,0.6635036700103045
1934-03-09,0.7897810106177366
1934-04-13,0.81459854034923
1935-11-20,0.955474476994904
1933-07-18,0.7532846597446617
1934-12-11,0.6686131368569302
1932-02-17,0.6094890874248573
1933-04-07,0.47664235771683683
1934-11-16,0.6766423786002164
1935-09-06,0.8613138945268213
1934-07-02,0.725547424727773
1933-06-15,0.7459854313368057
1935-05-06,0.7153284910345216
1934-01-16,0.8065693682172088
1933-04-19,0.5671532911753591
1931-12-29,0.5897810245399896
1933-06-14,0.7722627789053642
1934-01-09,0.7802919510373854
1932-04-08,0.46861315077918325
1935-02-20,0.6379561965546461
1933-09-01,0.8124087787879997
1932-09-30,0.5124087648657467
1932-07-06,0.35182483494647
1932-02-05,0.6204379648422738
1932-07-19,0.3941605963903357
1935-11-19,0.948175178975783
1934-05-22,0.7145985473103564
1934-07-10,0.7065693751783354
1932-01-05,0.6124087927102526
1933-08-31,0.7781021894761551
1935-03-05,0.5956204351107804
1932-07-29,0.496350385796072
1932-06-22,0.3291971015818394
1935-03-29,0.6408759018400415
1933-11-15,0.733576666471059
1935-02-08,0.681751845446842
1933-03-15,0.4467153263330853
1934-09-26,0.6445255508496021
1932-06-27,0.32846715785767433
1933-08-08,0.7649634808862433
1934-05-18,0.7080291930154006
1933-05-04,0.6620437825619744
1935-02-18,0.6394160840029763
1934-10-24,0.6430657330125368
1933-11-21,0.7080291930154006
1935-02-14,0.659124077276579
1935-04-11,0.6671533190198651
1934-11-21,0.696350371873819
1935-08-02,0.8386861263565583
1935-01-21,0.6620437825619744
1933-08-23,0.8102190172267694
1933-09-18,0.7416058386030802
1932-07-13,0.3598540070784911
1934-02-07,0.8401460138048884
1935-12-24,0.9781021755539021
1934-02-14,0.8343066032340976
1933-05-10,0.6525547229816231
1932-10-14,0.4978102384387697
1935-03-11,0.5941606172737152
1932-06-06,0.35182483494647
1932-09-16,0.6131386668231528
1935-05-09,0.6678831931327652
1931-12-31,0.6255474316888995
1935-07-11,0.7781021894761551
1934-08-03,0.6518248488687229
1933-09-05,0.8072993119413739
1935-09-04,0.8700730103830074
1932-12-20,0.48175182456346255
1934-07-09,0.7094890804637307
1934-03-05,0.800000013922253
1935-03-12,0.6029197331299013
